age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,length_of_stay,Class
25,F,Caucasian,25 - 45,Medium,Male,2,-29,6,2509134,1
33,M,Caucasian,25 - 45,Low,Male,10,0,4,93616,1
25,F,Caucasian,25 - 45,Medium,Male,2,-1,5,176918,1
27,F,Non-Caucasian,25 - 45,Medium,Female,3,-1,5,76198,1
37,F,Non-Caucasian,25 - 45,High,Male,1,-1,10,272781,1
41,M,Caucasian,25 - 45,Low,Male,2,-3,1,88091,1
35,F,Non-Caucasian,25 - 45,High,Male,5,-19,8,557355,1
25,M,Non-Caucasian,25 - 45,Medium,Male,1,0,7,20435,2
55,M,Caucasian,Greater than 45,Low,Male,0,0,1,194507,1
26,F,Non-Caucasian,25 - 45,Low,Male,2,0,2,330323,2
35,F,Non-Caucasian,25 - 45,Low,Male,7,-1,3,16856866,1
50,M,Caucasian,Greater than 45,Low,Male,3,0,4,2178304,2
25,F,Non-Caucasian,25 - 45,Medium,Male,3,-1,6,179090,2
65,M,Caucasian,Greater than 45,Low,Female,1,-1,1,96205,2
31,F,Non-Caucasian,25 - 45,Medium,Female,0,0,5,21875,2
24,M,Non-Caucasian,Less than 25,Low,Female,0,-1,2,54699,1
34,F,Non-Caucasian,25 - 45,High,Male,6,-1,8,1209006,2
24,M,Non-Caucasian,Less than 25,High,Male,3,-1,8,265930,2
30,F,Non-Caucasian,25 - 45,Medium,Female,4,-1,6,161146,1
35,M,Non-Caucasian,25 - 45,Low,Female,0,0,2,11107,1
30,F,Non-Caucasian,25 - 45,Medium,Male,14,27,6,1982157,2
24,M,Caucasian,Less than 25,Low,Male,1,-8,2,251318,1
51,F,Caucasian,Greater than 45,Low,Male,3,-13,3,1131460,2
28,F,Non-Caucasian,25 - 45,Low,Female,3,-1,3,90297,1
27,F,Non-Caucasian,25 - 45,Medium,Female,4,-1,6,85885,2
22,F,Caucasian,Less than 25,Low,Male,2,-1,3,73862,2
29,F,Non-Caucasian,25 - 45,Low,Male,2,-1,4,66817,2
31,F,Non-Caucasian,25 - 45,Medium,Male,0,-1,6,172919,1
31,M,Caucasian,25 - 45,Low,Male,0,-1,1,84297,1
32,F,Non-Caucasian,25 - 45,Low,Female,3,-1,2,2622697,1
27,F,Non-Caucasian,25 - 45,Low,Male,1,-1,2,150167,2
29,F,Caucasian,25 - 45,Medium,Male,6,-3,5,67130,2
59,F,Non-Caucasian,Greater than 45,Low,Male,3,-8,3,699687,1
24,M,Non-Caucasian,Less than 25,Low,Male,1,-1,2,75672,2
33,F,Non-Caucasian,25 - 45,High,Male,0,-1,10,12267489,1
35,M,Non-Caucasian,25 - 45,Low,Female,0,-1,1,77282,1
28,F,Caucasian,25 - 45,High,Male,9,-8,8,701370,2
40,F,Non-Caucasian,25 - 45,Low,Female,0,-4,1,363483,1
45,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,3,107092,1
24,M,Non-Caucasian,Less than 25,High,Male,9,-7,9,355227,2
31,F,Non-Caucasian,25 - 45,High,Male,16,-1,9,4573389,2
25,M,Non-Caucasian,25 - 45,Low,Male,0,-1,2,358155,1
24,F,Non-Caucasian,Less than 25,High,Male,0,-1,9,117613,1
23,M,Non-Caucasian,Less than 25,High,Male,6,-1,8,2958021,1
23,F,Non-Caucasian,Less than 25,High,Male,7,-1,8,105807,2
48,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,-39718,1
62,F,Caucasian,Greater than 45,Low,Male,0,-1,1,75260,1
25,F,Non-Caucasian,25 - 45,Medium,Female,4,0,7,14133,2
25,F,Non-Caucasian,25 - 45,Low,Male,1,-1,3,97135,1
49,M,Non-Caucasian,Greater than 45,Medium,Male,1,-1,7,891274,1
50,F,Caucasian,Greater than 45,Low,Male,0,0,1,3091970,2
47,F,Non-Caucasian,Greater than 45,High,Male,3,-1,8,3391982,2
37,F,Non-Caucasian,25 - 45,High,Male,14,-1,8,91225,1
26,M,Caucasian,25 - 45,Low,Male,0,0,2,96714,1
28,F,Non-Caucasian,25 - 45,High,Male,21,-1,10,91492,1
26,F,Non-Caucasian,25 - 45,Low,Female,3,-1,2,61012,2
48,F,Non-Caucasian,Greater than 45,Low,Male,4,-1,2,94843,1
20,F,Non-Caucasian,Less than 25,High,Male,1,0,8,16268,2
34,F,Non-Caucasian,25 - 45,High,Male,9,-1,10,1475632,2
26,M,Non-Caucasian,25 - 45,Low,Male,1,-1,1,144620,1
46,F,Non-Caucasian,Greater than 45,High,Male,9,-1,9,10020624,2
21,F,Non-Caucasian,Less than 25,High,Male,0,0,8,562880,2
27,F,Caucasian,25 - 45,Medium,Female,2,-1,5,5366043,2
21,M,Non-Caucasian,Less than 25,High,Male,3,0,8,1552175,2
29,F,Caucasian,25 - 45,Low,Male,1,-1,4,1229270,1
46,F,Caucasian,Greater than 45,Low,Male,4,0,4,106244,1
24,F,Non-Caucasian,Less than 25,Low,Male,0,0,4,84272,1
51,M,Non-Caucasian,Greater than 45,Low,Female,2,0,1,6834,1
57,M,Non-Caucasian,Greater than 45,Low,Male,8,0,4,-36896,2
33,F,Non-Caucasian,25 - 45,Low,Male,4,-1,2,87676,2
23,F,Non-Caucasian,Less than 25,High,Male,4,-1,9,12435683,2
29,F,Non-Caucasian,25 - 45,High,Male,5,0,8,89629,1
22,M,Caucasian,Less than 25,Low,Male,0,0,4,783844,2
56,M,Non-Caucasian,Greater than 45,Low,Male,10,-1,2,1124992,2
33,M,Caucasian,25 - 45,Medium,Female,1,-5,6,367623,2
27,F,Non-Caucasian,25 - 45,Low,Male,0,-1,4,101648,2
40,F,Non-Caucasian,25 - 45,High,Male,3,-1,8,79599,2
48,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,84092,1
32,F,Non-Caucasian,25 - 45,Medium,Male,10,-1,6,331512,2
24,M,Non-Caucasian,Less than 25,Low,Male,1,-1,4,102091,1
32,F,Non-Caucasian,25 - 45,Low,Male,1,-1,2,77444,1
19,F,Non-Caucasian,Less than 25,Medium,Male,2,-6,7,47584,2
23,F,Non-Caucasian,Less than 25,High,Male,6,-1,9,95430,2
39,F,Caucasian,25 - 45,Medium,Male,17,-1,7,15644171,2
25,F,Non-Caucasian,25 - 45,Low,Male,1,-1,3,71770,1
42,F,Non-Caucasian,25 - 45,High,Male,6,-1,8,49750,2
29,M,Caucasian,25 - 45,Low,Male,1,-1,3,3725757,1
38,M,Caucasian,25 - 45,Low,Male,2,-1,1,106496,1
32,F,Caucasian,25 - 45,Medium,Male,10,-1,5,581051,2
23,M,Caucasian,Less than 25,Medium,Male,4,-1,5,74192,2
58,F,Non-Caucasian,Greater than 45,Low,Male,10,-3,3,162199,2
42,F,Non-Caucasian,25 - 45,Medium,Male,9,0,6,15239,2
52,F,Non-Caucasian,Greater than 45,Low,Male,3,-1,4,1192642,1
26,F,Caucasian,25 - 45,Low,Male,1,0,4,759234,2
27,F,Caucasian,25 - 45,Low,Male,1,0,1,91159,1
33,F,Caucasian,25 - 45,Low,Male,1,-1,2,78151,1
33,F,Non-Caucasian,25 - 45,High,Male,2,0,8,-11391,2
23,M,Non-Caucasian,Less than 25,Low,Male,0,-1,2,99589,2
25,F,Non-Caucasian,25 - 45,High,Male,4,-1,8,1650666,2
32,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,504824,2
34,F,Non-Caucasian,25 - 45,High,Male,14,-1,9,3519564,2
29,M,Caucasian,25 - 45,Low,Female,0,-1,2,164844,1
38,F,Non-Caucasian,25 - 45,High,Male,19,-4,9,80685,2
29,M,Caucasian,25 - 45,Low,Male,0,-1,1,80540,1
27,F,Non-Caucasian,25 - 45,High,Male,6,-1,8,3018411,2
25,M,Caucasian,25 - 45,Low,Male,0,0,2,86697,2
31,F,Caucasian,25 - 45,Medium,Female,2,-1,5,105385,2
30,F,Non-Caucasian,25 - 45,High,Male,8,0,9,5613013,2
41,F,Non-Caucasian,25 - 45,Medium,Male,0,-1,7,53129,1
59,F,Non-Caucasian,Greater than 45,Low,Male,8,-1,4,445539,1
21,M,Caucasian,Less than 25,Low,Male,1,-1,4,52843,2
27,F,Non-Caucasian,25 - 45,Low,Male,6,-1,4,3374900,2
30,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,114512,1
43,F,Caucasian,25 - 45,Medium,Male,4,-1,5,4134599,1
24,F,Caucasian,Less than 25,High,Female,2,-2,9,13118,1
45,M,Non-Caucasian,Greater than 45,Medium,Male,13,-1,7,527557,2
23,F,Caucasian,Less than 25,High,Male,0,0,9,1629506,2
40,F,Caucasian,25 - 45,High,Female,5,16,10,4779755,1
23,F,Non-Caucasian,Less than 25,Medium,Female,0,-1,7,196525,1
39,F,Non-Caucasian,25 - 45,Low,Male,3,-1,2,108423,1
26,F,Non-Caucasian,25 - 45,Medium,Female,5,-1,5,2915108,2
26,M,Caucasian,25 - 45,Low,Female,0,-2,2,26879,1
21,M,Non-Caucasian,Less than 25,Low,Male,0,0,4,104371,1
30,F,Caucasian,25 - 45,Low,Male,3,-1,3,5644413,1
44,F,Caucasian,25 - 45,Low,Male,0,0,4,1019943,1
21,F,Non-Caucasian,Less than 25,Medium,Male,1,-21,7,1806471,2
23,M,Non-Caucasian,Less than 25,Low,Male,0,-1,4,160193,1
49,F,Non-Caucasian,Greater than 45,Low,Female,1,-1,1,72161,1
23,F,Non-Caucasian,Less than 25,High,Male,3,-1,10,4601634,2
24,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,5,6482331,2
21,F,Non-Caucasian,Less than 25,Low,Female,1,-1,4,69333,2
37,F,Caucasian,25 - 45,Medium,Female,7,-30,6,603575,2
28,F,Caucasian,25 - 45,Low,Male,2,-1,2,867974,2
23,F,Non-Caucasian,Less than 25,Medium,Male,7,0,6,802246,2
24,F,Non-Caucasian,Less than 25,Medium,Female,2,-1,6,88136,2
31,F,Caucasian,25 - 45,Medium,Male,0,0,7,-13485,1
24,M,Non-Caucasian,Less than 25,High,Male,2,-1,10,43735344,2
25,F,Non-Caucasian,25 - 45,Low,Male,1,-1,2,83445,1
33,M,Non-Caucasian,25 - 45,Low,Male,1,-1,1,96438,2
26,M,Non-Caucasian,25 - 45,High,Male,24,-1,10,7419565,2
27,F,Non-Caucasian,25 - 45,Medium,Male,1,-1,7,505942,1
46,F,Caucasian,Greater than 45,Low,Male,0,-1,1,172228,1
38,M,Caucasian,25 - 45,Medium,Female,1,-1,6,104041,2
24,M,Non-Caucasian,Less than 25,Medium,Female,0,-1,5,80547,1
38,M,Non-Caucasian,25 - 45,Low,Female,0,-1,4,86423,1
27,F,Non-Caucasian,25 - 45,High,Male,7,-1,9,373333,2
48,F,Non-Caucasian,Greater than 45,Low,Male,6,-1,3,149197,1
31,F,Caucasian,25 - 45,Low,Female,2,-28,4,2348634,2
28,M,Non-Caucasian,25 - 45,Medium,Male,5,-1,5,4466070,2
30,F,Non-Caucasian,25 - 45,High,Male,7,-1,9,112382,1
25,M,Caucasian,25 - 45,Medium,Male,6,-1,5,116521,2
55,M,Caucasian,Greater than 45,Low,Male,0,0,1,87678,1
40,F,Non-Caucasian,25 - 45,Medium,Male,5,0,7,2623320,2
21,F,Non-Caucasian,Less than 25,Low,Male,0,-1,4,113598,2
28,F,Non-Caucasian,25 - 45,Medium,Male,10,-1,7,21053805,2
20,F,Non-Caucasian,Less than 25,High,Male,2,-16,9,83674,2
31,F,Non-Caucasian,25 - 45,High,Male,10,-1,9,402867,2
57,M,Non-Caucasian,Greater than 45,Low,Female,0,-1,1,6716383,1
25,M,Non-Caucasian,25 - 45,Low,Male,0,-1,2,627071,1
22,F,Non-Caucasian,Less than 25,High,Male,7,-11,8,953560,2
31,F,Non-Caucasian,25 - 45,Low,Male,3,-1,3,1364601,2
43,F,Non-Caucasian,25 - 45,Low,Male,7,0,4,78606,1
25,M,Caucasian,25 - 45,Low,Female,0,-1,4,73339,1
39,M,Non-Caucasian,25 - 45,Low,Male,1,-1,2,69288,1
40,F,Non-Caucasian,25 - 45,Low,Male,1,-1,1,158977,1
20,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,5,183393,2
35,M,Non-Caucasian,25 - 45,Medium,Male,2,-1,7,66591,1
34,M,Non-Caucasian,25 - 45,Low,Male,1,-1,1,138798,2
27,F,Caucasian,25 - 45,High,Male,18,-1,9,15462483,2
38,F,Non-Caucasian,25 - 45,Low,Female,3,0,1,25404,2
21,F,Caucasian,Less than 25,Medium,Male,0,-1,7,64465,2
25,M,Non-Caucasian,25 - 45,Low,Male,0,-1,1,111585,2
53,M,Non-Caucasian,Greater than 45,Medium,Male,6,-1,6,695709,2
50,F,Non-Caucasian,Greater than 45,Low,Female,4,-1,3,1153414,1
23,M,Caucasian,Less than 25,Medium,Female,1,0,6,91528,1
22,F,Non-Caucasian,Less than 25,Medium,Male,0,-1,5,595755,2
27,M,Caucasian,25 - 45,Low,Male,0,0,3,16336,2
29,F,Non-Caucasian,25 - 45,High,Male,5,0,8,20645,2
38,M,Non-Caucasian,25 - 45,Low,Male,1,-1,1,344350,1
54,F,Caucasian,Greater than 45,Low,Female,2,-3,2,24244,1
26,F,Non-Caucasian,25 - 45,High,Male,1,0,10,4939871,2
37,F,Non-Caucasian,25 - 45,High,Male,23,-1,8,162227,2
36,M,Non-Caucasian,25 - 45,High,Male,25,0,10,85997,2
28,F,Non-Caucasian,25 - 45,High,Male,18,-1,10,1042900,2
49,M,Non-Caucasian,Greater than 45,Low,Male,1,-1,1,169905,1
36,F,Non-Caucasian,25 - 45,Medium,Male,11,-1,7,75884,1
41,F,Caucasian,25 - 45,Low,Female,0,-1,3,100900,1
26,F,Non-Caucasian,25 - 45,Medium,Male,9,0,7,77230,2
40,F,Caucasian,25 - 45,High,Male,9,-1,9,82121,1
21,F,Non-Caucasian,Less than 25,High,Male,7,-1,10,936180,2
22,F,Non-Caucasian,Less than 25,Low,Male,0,-1,2,110303,2
33,F,Caucasian,25 - 45,Low,Male,0,-1,1,72061,1
26,F,Non-Caucasian,25 - 45,Medium,Male,7,-19,7,1649663,1
27,M,Non-Caucasian,25 - 45,Low,Female,0,-1,3,343598,2
35,F,Non-Caucasian,25 - 45,Low,Male,1,-1,2,79303,1
27,M,Non-Caucasian,25 - 45,Low,Male,3,-1,2,98833,1
37,M,Non-Caucasian,25 - 45,Low,Male,3,-1,1,199278,2
31,F,Non-Caucasian,25 - 45,Medium,Female,3,-1,5,5343913,1
36,F,Non-Caucasian,25 - 45,High,Male,26,-1,8,79026,2
32,M,Non-Caucasian,25 - 45,Low,Female,0,-1,2,178003,1
50,F,Caucasian,Greater than 45,Low,Male,1,-1,1,77425,1
52,F,Caucasian,Greater than 45,Low,Male,1,-1,1,59188,1
24,M,Non-Caucasian,Less than 25,Low,Male,1,-1,4,196472,1
38,F,Non-Caucasian,25 - 45,Low,Male,0,0,4,97596,1
54,F,Non-Caucasian,Greater than 45,High,Male,11,-1,8,95047,1
71,F,Caucasian,Greater than 45,Low,Male,13,-1,2,54734,1
27,F,Non-Caucasian,25 - 45,Medium,Male,9,-1,7,84734,2
39,F,Caucasian,25 - 45,Low,Female,1,-1,4,3385700,1
34,M,Non-Caucasian,25 - 45,Low,Male,1,0,2,-19371,2
23,M,Non-Caucasian,Less than 25,High,Male,0,-1,8,404845,2
36,F,Non-Caucasian,25 - 45,Medium,Female,5,0,6,71375,2
55,F,Non-Caucasian,Greater than 45,Low,Male,0,-1,1,66070,1
27,F,Caucasian,25 - 45,Low,Male,0,0,4,776313,1
23,F,Non-Caucasian,Less than 25,Low,Male,2,0,4,20221,2
20,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,7,75615,2
31,F,Non-Caucasian,25 - 45,High,Female,10,-3,8,106762,1
24,F,Caucasian,Less than 25,High,Male,8,0,9,3203980,1
37,F,Caucasian,25 - 45,High,Female,2,-1,8,95058,2
26,F,Caucasian,25 - 45,Low,Male,0,-1,3,53478,1
29,F,Caucasian,25 - 45,Low,Male,0,-1,2,85822,1
41,M,Non-Caucasian,25 - 45,Low,Male,4,0,1,-39824,2
37,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,59513,2
46,F,Caucasian,Greater than 45,Low,Male,2,-1,3,62737,1
56,F,Caucasian,Greater than 45,Medium,Female,10,-1,5,3545137,2
23,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,76706,2
23,F,Non-Caucasian,Less than 25,Medium,Female,1,-2,5,151424,2
25,F,Non-Caucasian,25 - 45,High,Male,0,0,8,-17961,2
24,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,7,101524,2
26,M,Non-Caucasian,25 - 45,Low,Male,1,-24,2,67373,2
24,F,Caucasian,Less than 25,Medium,Male,2,-1,7,864480,2
23,F,Non-Caucasian,Less than 25,High,Male,0,-1,9,1282509,2
43,F,Caucasian,25 - 45,Low,Male,2,-26,1,93235,1
53,M,Caucasian,Greater than 45,Low,Female,0,-2,1,81765,1
24,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,6,5000160,2
28,F,Non-Caucasian,25 - 45,Low,Male,0,0,4,21000,1
21,F,Caucasian,Less than 25,Low,Male,1,-1,3,100867,1
31,M,Non-Caucasian,25 - 45,Low,Male,0,-1,2,784446,1
33,F,Caucasian,25 - 45,Medium,Male,3,0,7,92310,2
35,F,Non-Caucasian,25 - 45,Low,Female,1,-1,1,106186,1
55,M,Caucasian,Greater than 45,Low,Male,3,0,3,101240,1
50,M,Non-Caucasian,Greater than 45,Medium,Male,9,-1,5,2498081,2
28,M,Non-Caucasian,25 - 45,Low,Male,0,-2,3,77828,1
44,M,Caucasian,25 - 45,Low,Male,0,-1,1,189085,2
19,F,Non-Caucasian,Less than 25,High,Male,3,22,10,70619,2
23,M,Non-Caucasian,Less than 25,Medium,Male,2,-1,7,3890246,1
24,F,Non-Caucasian,Less than 25,High,Male,3,0,8,-36520,2
50,F,Caucasian,Greater than 45,Low,Male,2,0,3,86831,1
31,M,Non-Caucasian,25 - 45,Low,Male,0,0,4,1885835,1
28,F,Caucasian,25 - 45,Low,Female,0,-1,4,54370,2
42,F,Caucasian,25 - 45,Low,Male,0,-1,1,89590,1
21,M,Non-Caucasian,Less than 25,High,Male,0,0,9,8409441,2
21,F,Caucasian,Less than 25,High,Male,0,0,8,19957,2
24,M,Non-Caucasian,Less than 25,Low,Male,0,-1,4,97211,2
31,F,Caucasian,25 - 45,Medium,Male,3,-1,5,140266,2
23,M,Non-Caucasian,Less than 25,Low,Male,0,0,3,177630,1
27,F,Caucasian,25 - 45,High,Male,0,0,9,19046,2
32,M,Non-Caucasian,25 - 45,Low,Male,0,0,2,21402,1
28,F,Non-Caucasian,25 - 45,Medium,Male,7,-1,5,6728378,2
67,M,Caucasian,Greater than 45,Low,Male,0,-1,1,90723,1
32,F,Non-Caucasian,25 - 45,Medium,Female,11,0,7,21255,1
44,F,Non-Caucasian,25 - 45,Low,Male,7,0,4,115539,1
25,F,Non-Caucasian,25 - 45,Low,Male,1,-24,4,61304,2
30,M,Non-Caucasian,25 - 45,High,Female,15,0,8,93288,2
28,M,Caucasian,25 - 45,Low,Male,9,-1,4,76692,1
27,F,Non-Caucasian,25 - 45,Medium,Male,0,0,6,278065,2
36,M,Non-Caucasian,25 - 45,Low,Male,8,-1,2,161083,1
25,M,Caucasian,25 - 45,Low,Female,0,0,4,198216,1
31,F,Caucasian,25 - 45,Medium,Male,5,-1,5,94056,2
30,M,Caucasian,25 - 45,Low,Male,0,0,1,21322,2
33,F,Non-Caucasian,25 - 45,Low,Male,4,-9,2,686234,1
38,M,Non-Caucasian,25 - 45,Low,Male,0,0,1,16640,1
26,M,Non-Caucasian,25 - 45,Low,Male,1,0,3,12602,2
52,F,Non-Caucasian,Greater than 45,Low,Male,5,-1,3,592424,2
22,M,Caucasian,Less than 25,Medium,Female,2,-1,7,192725,2
50,F,Caucasian,Greater than 45,Low,Male,0,-1,1,85290,1
58,F,Caucasian,Greater than 45,Low,Male,1,-1,1,69524,2
34,M,Caucasian,25 - 45,Low,Male,3,-1,4,86679,2
32,F,Caucasian,25 - 45,Low,Male,1,0,1,19895,2
29,M,Non-Caucasian,25 - 45,Low,Male,0,-1,1,140483,2
27,M,Non-Caucasian,25 - 45,Low,Male,0,0,1,74568,1
39,F,Caucasian,25 - 45,Low,Male,5,-21,3,1625924,1
24,F,Non-Caucasian,Less than 25,Low,Male,0,-1,3,95564,1
38,M,Non-Caucasian,25 - 45,Medium,Male,8,-1,7,139318,1
52,F,Caucasian,Greater than 45,Low,Male,7,-23,2,70369,1
56,M,Non-Caucasian,Greater than 45,Low,Male,3,-27,2,96270,2
46,F,Caucasian,Greater than 45,Medium,Male,7,0,6,3120811,2
38,F,Caucasian,25 - 45,Low,Male,5,-11,1,272551,2
47,M,Caucasian,Greater than 45,Medium,Male,3,0,5,5451845,1
32,F,Caucasian,25 - 45,Low,Male,0,-7,1,81463,1
34,M,Non-Caucasian,25 - 45,Medium,Male,27,-1,7,74703,1
42,F,Non-Caucasian,25 - 45,Medium,Male,5,-1,6,256275,1
35,M,Non-Caucasian,25 - 45,Low,Female,0,-1,1,178012,2
20,F,Caucasian,Less than 25,High,Male,0,-1,10,589864,2
32,F,Caucasian,25 - 45,High,Female,2,-1,10,2838044,2
21,M,Caucasian,Less than 25,Medium,Male,0,-1,5,51314,1
24,M,Non-Caucasian,Less than 25,Low,Male,0,0,2,94005,2
24,M,Non-Caucasian,Less than 25,High,Male,1,-1,9,10711354,2
26,M,Non-Caucasian,25 - 45,Low,Male,0,-1,3,81940,2
52,F,Caucasian,Greater than 45,Low,Male,8,0,2,3399572,1
27,M,Non-Caucasian,25 - 45,Low,Male,1,-1,2,192992,1
27,M,Caucasian,25 - 45,Medium,Female,0,0,5,68323,1
56,F,Caucasian,Greater than 45,Low,Male,0,-1,1,103556,1
52,F,Caucasian,Greater than 45,High,Male,16,-4,9,956103,2
37,F,Non-Caucasian,25 - 45,Low,Male,3,-1,1,89388,2
45,M,Non-Caucasian,Greater than 45,Low,Male,0,-6,1,6964,1
36,F,Caucasian,25 - 45,Medium,Female,3,-27,6,2335811,2
29,F,Non-Caucasian,25 - 45,Low,Female,0,-3,2,51263,1
21,F,Non-Caucasian,Less than 25,Low,Male,0,-5,3,77766,1
20,M,Non-Caucasian,Less than 25,Low,Male,3,-1,2,88697,2
27,F,Non-Caucasian,25 - 45,High,Male,11,-1,8,417504,1
28,F,Non-Caucasian,25 - 45,High,Male,11,0,8,23421,2
38,M,Non-Caucasian,25 - 45,Low,Male,4,-1,1,73417,1
30,F,Non-Caucasian,25 - 45,Low,Male,0,-1,1,82158,1
19,F,Non-Caucasian,Less than 25,High,Female,1,-1,9,37497883,2
37,F,Caucasian,25 - 45,Low,Female,1,-1,1,87689,1
34,M,Non-Caucasian,25 - 45,Low,Male,0,-1,1,193914,2
37,F,Caucasian,25 - 45,High,Male,7,-1,8,6046765,2
21,F,Non-Caucasian,Less than 25,High,Male,1,-1,8,91749,1
21,F,Non-Caucasian,Less than 25,High,Male,0,-1,9,609217,2
38,F,Caucasian,25 - 45,Low,Female,3,-1,4,79074,1
47,M,Non-Caucasian,Greater than 45,Low,Male,1,0,4,115426,1
56,F,Caucasian,Greater than 45,Low,Male,3,-1,2,16521620,1
27,F,Non-Caucasian,25 - 45,Medium,Male,2,-1,7,21262662,2
23,M,Non-Caucasian,Less than 25,High,Male,0,-1,8,97941,1
57,F,Caucasian,Greater than 45,Low,Male,0,-2,1,180084,1
25,F,Non-Caucasian,25 - 45,Medium,Male,9,-17,7,1080293,1
23,F,Non-Caucasian,Less than 25,High,Female,2,16,10,10036005,2
32,F,Non-Caucasian,25 - 45,High,Male,8,0,10,178361,2
36,M,Non-Caucasian,25 - 45,Medium,Female,2,-2,5,83501,1
41,M,Non-Caucasian,25 - 45,Medium,Male,5,-1,5,73825,1
39,F,Non-Caucasian,25 - 45,Low,Female,0,-1,1,99112,1
21,F,Non-Caucasian,Less than 25,Medium,Male,1,-1,6,137157,2
31,M,Non-Caucasian,25 - 45,Low,Male,2,-1,4,175898,1
37,M,Caucasian,25 - 45,Low,Male,0,-2,1,85340,1
27,F,Non-Caucasian,25 - 45,Low,Male,0,-1,2,158859,1
22,F,Non-Caucasian,Less than 25,Low,Male,2,-22,4,1382505,2
59,F,Caucasian,Greater than 45,Low,Male,2,-19,1,1625102,1
33,F,Non-Caucasian,25 - 45,High,Female,0,-1,9,2534034,2
43,F,Non-Caucasian,25 - 45,Low,Female,2,-1,3,180148,1
25,F,Caucasian,25 - 45,Low,Male,5,-1,4,8802542,2
23,F,Non-Caucasian,Less than 25,Medium,Male,3,-1,5,332305,2
43,M,Caucasian,25 - 45,Low,Female,3,9,2,86554,2
56,M,Caucasian,Greater than 45,Low,Male,9,-24,1,1706889,2
20,F,Non-Caucasian,Less than 25,High,Female,1,-1,8,344207,2
50,M,Non-Caucasian,Greater than 45,Medium,Male,2,-28,5,72977,2
54,M,Caucasian,Greater than 45,Low,Female,1,-4,2,266052,1
20,F,Non-Caucasian,Less than 25,High,Male,1,-1,10,170657,2
36,M,Non-Caucasian,25 - 45,Low,Male,3,-1,4,3963051,2
36,F,Non-Caucasian,25 - 45,Medium,Female,3,0,6,15150,2
56,M,Non-Caucasian,Greater than 45,Low,Male,0,-1,4,171014,1
25,F,Non-Caucasian,25 - 45,High,Male,2,-1,9,93812,1
42,F,Caucasian,25 - 45,Low,Female,1,-1,3,1837204,2
48,F,Non-Caucasian,Greater than 45,Medium,Male,4,-1,6,92454,1
34,M,Non-Caucasian,25 - 45,High,Male,21,-1,10,499006,2
28,F,Caucasian,25 - 45,Low,Male,0,-1,2,62242,1
32,F,Caucasian,25 - 45,Low,Male,1,-1,3,112611,1
31,F,Caucasian,25 - 45,Low,Female,2,-1,1,146104,1
24,F,Non-Caucasian,Less than 25,High,Female,4,-1,9,502112,2
25,F,Caucasian,25 - 45,Low,Female,0,0,4,16798,2
32,F,Caucasian,25 - 45,Low,Female,4,-1,2,14944,1
37,F,Non-Caucasian,25 - 45,High,Male,20,0,9,3108202,2
24,F,Non-Caucasian,Less than 25,Low,Male,1,-1,3,167581,2
48,M,Non-Caucasian,Greater than 45,Low,Male,0,0,1,88568,1
35,F,Non-Caucasian,25 - 45,Low,Male,1,0,2,18834,1
21,F,Non-Caucasian,Less than 25,Low,Male,1,-1,4,88228,2
21,F,Non-Caucasian,Less than 25,High,Female,0,-1,10,2852866,2
27,F,Caucasian,25 - 45,Low,Female,0,-1,2,199635,2
22,F,Non-Caucasian,Less than 25,Low,Male,0,-1,2,105464,1
28,F,Non-Caucasian,25 - 45,Medium,Male,4,0,5,725,1
26,M,Non-Caucasian,25 - 45,Low,Male,0,-1,2,95108,1
23,M,Non-Caucasian,Less than 25,Low,Male,0,-1,2,80869,2
34,F,Caucasian,25 - 45,Low,Male,0,-1,2,71540,1
22,F,Non-Caucasian,Less than 25,High,Male,3,-1,9,2934024,1
30,F,Non-Caucasian,25 - 45,Medium,Male,5,-1,5,5390544,2
44,F,Caucasian,25 - 45,Low,Male,5,0,2,604108,1
57,F,Caucasian,Greater than 45,Low,Male,1,-1,2,1483047,1
22,F,Non-Caucasian,Less than 25,High,Male,0,-1,8,443141,2
24,F,Non-Caucasian,Less than 25,High,Male,7,-1,8,5887380,2
20,F,Caucasian,Less than 25,Low,Male,0,-1,4,51223,1
53,M,Non-Caucasian,Greater than 45,Low,Male,1,-8,1,174194,2
60,F,Non-Caucasian,Greater than 45,Low,Male,13,-13,3,82933,1
22,F,Non-Caucasian,Less than 25,Medium,Female,2,-1,5,117139,1
43,M,Non-Caucasian,25 - 45,Low,Male,0,-1,1,82500,1
72,F,Caucasian,Greater than 45,Low,Male,7,-1,4,-37274,1
33,F,Non-Caucasian,25 - 45,Medium,Male,3,-1,5,342214,2
