age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,Class
56,Selfempnotinc,157486,10th,6,Divorced,Sales,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
34,Private,92682,HSgrad,9,Nevermarried,Admclerical,Notinfamily,White,Female,4865,0,40,UnitedStates,<=50K
56,Federalgov,101338,Bachelors,13,Marriedcivspouse,Sales,Husband,White,Male,0,0,40,UnitedStates,<=50K
18,Private,132652,11th,7,Nevermarried,Otherservice,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
21,Private,34616,Somecollege,10,Nevermarried,Otherservice,Ownchild,White,Female,0,0,25,UnitedStates,<=50K
40,Private,218903,HSgrad,9,Divorced,Techsupport,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
27,Localgov,204098,HSgrad,9,Marriedcivspouse,Handlerscleaners,Otherrelative,White,Male,0,0,50,UnitedStates,<=50K
52,Selfempnotinc,64045,Profschool,15,Marriedcivspouse,Profspecialty,Husband,White,Male,99999,0,45,UnitedStates,>50K
46,Private,189763,HSgrad,9,Divorced,Sales,Notinfamily,White,Female,0,0,30,UnitedStates,<=50K
23,Private,26248,HSgrad,9,Nevermarried,Admclerical,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
50,Private,92079,Somecollege,10,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,45,UnitedStates,>50K
19,Private,280071,Somecollege,10,Nevermarried,Machineopinspct,Otherrelative,White,Male,0,0,50,UnitedStates,<=50K
20,Private,224059,HSgrad,9,Nevermarried,Otherservice,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
39,Private,185520,Somecollege,10,Divorced,Execmanagerial,Notinfamily,White,Female,8614,0,40,UnitedStates,>50K
24,Private,265567,11th,7,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,35,UnitedStates,<=50K
72,Private,106890,Assocvoc,11,Widowed,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
42,Stategov,39586,Masters,14,Marriedcivspouse,Profspecialty,Wife,White,Female,0,0,20,UnitedStates,>50K
42,Private,153132,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,45,,<=50K
51,Private,209912,Bachelors,13,Divorced,Execmanagerial,Notinfamily,AmerIndianEskimo,Male,0,0,50,UnitedStates,<=50K
39,Private,144169,HSgrad,9,Marriedcivspouse,Sales,Husband,White,Male,0,0,50,UnitedStates,>50K
40,Localgov,50442,Somecollege,10,Nevermarried,Admclerical,Unmarried,AmerIndianEskimo,Female,2977,0,35,UnitedStates,<=50K
34,Private,89644,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,55,UnitedStates,>50K
19,Private,275889,11th,7,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,40,Mexico,<=50K
26,Private,231638,HSgrad,9,Nevermarried,Execmanagerial,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
45,Localgov,224474,Bachelors,13,Divorced,Profspecialty,Unmarried,White,Female,4934,0,50,UnitedStates,>50K
28,Private,355259,Masters,14,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,40,UnitedStates,>50K
30,Federalgov,68330,Bachelors,13,Nevermarried,Profspecialty,Notinfamily,White,Male,0,0,40,UnitedStates,>50K
32,Private,185410,HSgrad,9,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
19,Private,87653,Somecollege,10,Nevermarried,Otherservice,Ownchild,White,Female,0,0,25,UnitedStates,<=50K
21,Private,286853,HSgrad,9,Nevermarried,Otherservice,Ownchild,White,Male,0,0,35,UnitedStates,<=50K
54,Private,96710,HSgrad,9,Marriedcivspouse,Privhouseserv,Otherrelative,Black,Female,0,0,20,UnitedStates,<=50K
62,Private,160143,Profschool,15,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,30,UnitedStates,>50K
25,Private,186925,Somecollege,10,Nevermarried,Otherservice,Notinfamily,White,Male,2597,0,48,UnitedStates,<=50K
49,Selfempinc,109705,Somecollege,10,Divorced,Execmanagerial,Unmarried,White,Female,0,0,32,UnitedStates,<=50K
32,Private,94235,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,>50K
26,Private,225279,Somecollege,10,Nevermarried,Profspecialty,Notinfamily,White,Male,0,1602,40,,<=50K
37,Localgov,297449,HSgrad,9,Marriedcivspouse,Protectiveserv,Husband,White,Male,0,0,40,UnitedStates,>50K
58,Private,205896,HSgrad,9,Divorced,Sales,Otherrelative,White,Female,0,0,40,UnitedStates,<=50K
37,Private,93717,Somecollege,10,Marriedcivspouse,Admclerical,Wife,White,Female,7298,0,45,UnitedStates,>50K
41,Private,194710,HSgrad,9,Nevermarried,Execmanagerial,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
38,Private,236391,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,7688,0,40,UnitedStates,>50K
47,Stategov,189123,HSgrad,9,Marriedcivspouse,Otherservice,Husband,White,Male,0,0,40,UnitedStates,<=50K
42,Private,358677,HSgrad,9,Divorced,Otherservice,Unmarried,Black,Male,0,0,35,UnitedStates,<=50K
30,Stategov,199539,HSgrad,9,Marriedcivspouse,Admclerical,Husband,White,Male,0,1902,40,UnitedStates,<=50K
43,Private,128170,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,7688,0,40,UnitedStates,>50K
34,Private,231238,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,Black,Male,0,0,40,UnitedStates,<=50K
57,Private,296152,Somecollege,10,Divorced,Execmanagerial,Otherrelative,White,Female,594,0,10,UnitedStates,<=50K
46,Private,166003,11th,7,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,<=50K
32,Private,281437,Somecollege,10,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,55,UnitedStates,<=50K
20,Private,190231,9th,5,Nevermarried,Machineopinspct,Ownchild,White,Female,0,0,11,Nicaragua,<=50K
47,Private,122026,Assocvoc,11,Divorced,Sales,Notinfamily,White,Male,0,0,50,UnitedStates,<=50K
55,,205527,HSgrad,9,Divorced,,Notinfamily,White,Male,0,0,20,UnitedStates,<=50K
53,Selfempnotinc,174102,7th8th,4,Marriedcivspouse,Execmanagerial,Husband,White,Male,4386,0,50,Greece,>50K
43,Private,125461,Bachelors,13,Marriedcivspouse,Sales,Husband,White,Male,0,0,65,UnitedStates,>50K
80,Selfempnotinc,184335,7th8th,4,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,30,UnitedStates,<=50K
24,Private,211345,Somecollege,10,Nevermarried,Otherservice,Ownchild,White,Female,0,0,40,Mexico,<=50K
43,Localgov,147328,Masters,14,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,1977,60,UnitedStates,>50K
22,Private,222993,HSgrad,9,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
40,Private,225978,Somecollege,10,Separated,Execmanagerial,Notinfamily,Black,Male,0,0,40,UnitedStates,<=50K
48,Private,121124,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,UnitedStates,>50K
56,,656036,HSgrad,9,Marriedcivspouse,,Husband,White,Male,0,0,25,UnitedStates,<=50K
34,,346762,11th,7,Divorced,,Ownchild,White,Male,0,0,84,UnitedStates,<=50K
51,Private,234057,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,45,UnitedStates,>50K
24,Federalgov,306515,HSgrad,9,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
19,Private,116562,HSgrad,9,Nevermarried,Otherservice,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
34,Private,171159,Somecollege,10,Divorced,Admclerical,Unmarried,White,Female,0,0,30,UnitedStates,<=50K
24,Private,199011,HSgrad,9,Nevermarried,Craftrepair,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
41,Private,443508,Bachelors,13,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,48,Canada,>50K
24,Private,29810,HSgrad,9,Divorced,Sales,Notinfamily,White,Female,0,0,38,UnitedStates,<=50K
22,Localgov,238831,Somecollege,10,Nevermarried,Protectiveserv,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
32,Federalgov,566117,Somecollege,10,Divorced,Admclerical,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
41,Private,255044,Bachelors,13,Divorced,Execmanagerial,Notinfamily,White,Female,0,0,55,UnitedStates,<=50K
20,Private,436253,Somecollege,10,Nevermarried,Otherservice,Ownchild,White,Male,0,0,35,UnitedStates,<=50K
31,Private,300687,HSgrad,9,Nevermarried,Otherservice,Notinfamily,Black,Male,0,0,40,UnitedStates,<=50K
55,Private,144071,Bachelors,13,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,18,UnitedStates,>50K
49,Stategov,133917,Doctorate,16,Marriedcivspouse,Profspecialty,Husband,Black,Male,0,1902,60,,>50K
26,Private,188767,Bachelors,13,Nevermarried,Sales,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
27,Selfempnotinc,300777,HSgrad,9,Divorced,Transportmoving,Notinfamily,White,Male,0,0,70,UnitedStates,<=50K
35,Private,26987,HSgrad,9,Separated,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
40,Private,174395,HSgrad,9,Divorced,Otherservice,Notinfamily,White,Male,0,0,60,Greece,<=50K
59,Private,90290,Somecollege,10,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,34,UnitedStates,<=50K
61,Private,183735,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,45,UnitedStates,>50K
31,Private,123273,HSgrad,9,Nevermarried,Sales,Ownchild,Black,Female,0,0,40,UnitedStates,<=50K
43,Federalgov,186916,Masters,14,Divorced,Protectiveserv,Notinfamily,White,Male,0,0,60,UnitedStates,>50K
61,Private,43554,5th6th,3,Nevermarried,Handlerscleaners,Notinfamily,Black,Male,0,2339,40,UnitedStates,<=50K
54,Private,178251,Assocacdm,12,Widowed,Admclerical,Unmarried,White,Female,0,0,30,UnitedStates,<=50K
30,Private,255885,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,50,UnitedStates,<=50K
20,Private,64292,Somecollege,10,Nevermarried,Sales,Notinfamily,White,Female,0,0,50,UnitedStates,<=50K
27,Stategov,194773,Masters,14,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,50,Germany,<=50K
44,Selfempinc,133060,Somecollege,10,Divorced,Machineopinspct,Notinfamily,White,Male,0,0,60,UnitedStates,<=50K
64,Private,258006,Somecollege,10,Widowed,Admclerical,Notinfamily,White,Female,0,0,40,Cuba,<=50K
55,Private,92215,HSgrad,9,Divorced,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
34,Private,33945,HSgrad,9,Divorced,Craftrepair,Notinfamily,White,Male,6849,0,55,UnitedStates,<=50K
61,Private,153048,HSgrad,9,Widowed,Sales,Notinfamily,White,Female,0,0,35,UnitedStates,<=50K
28,Private,192200,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,,<=50K
34,Private,355571,HSgrad,9,Divorced,Machineopinspct,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
47,Selfempinc,139268,Profschool,15,Marriedcivspouse,Profspecialty,Husband,White,Male,0,1977,60,UnitedStates,>50K
26,Private,34402,Bachelors,13,Nevermarried,Admclerical,Notinfamily,White,Male,0,0,45,UnitedStates,<=50K
35,Private,25955,11th,7,Nevermarried,Otherservice,Unmarried,AmerIndianEskimo,Male,0,0,40,UnitedStates,<=50K
36,Private,209609,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,38,UnitedStates,<=50K
47,Private,168283,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,40,UnitedStates,>50K
17,Private,295488,11th,7,Nevermarried,Otherservice,Ownchild,Black,Female,0,0,25,UnitedStates,<=50K
35,Private,190895,Somecollege,10,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,60,UnitedStates,<=50K
33,Private,164190,Masters,14,Nevermarried,Profspecialty,Ownchild,White,Male,0,0,20,UnitedStates,<=50K
25,Private,216010,Assocacdm,12,Marriedcivspouse,Admclerical,Wife,White,Female,0,0,40,UnitedStates,<=50K
18,Private,387568,10th,6,Nevermarried,Sales,Ownchild,White,Male,0,0,10,UnitedStates,<=50K
47,Stategov,188386,Masters,14,Separated,Profspecialty,Notinfamily,White,Male,0,0,38,UnitedStates,<=50K
44,Private,174491,HSgrad,9,Widowed,Otherservice,Unmarried,Black,Female,0,0,30,UnitedStates,<=50K
41,Private,31221,HSgrad,9,Divorced,Otherservice,Unmarried,White,Female,0,0,30,UnitedStates,<=50K
30,Private,272451,Bachelors,13,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
53,Selfempnotinc,152652,Somecollege,10,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,50,UnitedStates,<=50K
53,Private,104413,HSgrad,9,Widowed,Otherservice,Unmarried,Black,Female,0,0,20,UnitedStates,<=50K
40,Private,105936,HSgrad,9,Marriedcivspouse,Sales,Wife,White,Female,5013,0,20,UnitedStates,<=50K
24,Private,379066,Somecollege,10,Nevermarried,Admclerical,Notinfamily,White,Male,0,2205,24,UnitedStates,<=50K
27,Private,214858,Bachelors,13,Nevermarried,Sales,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
50,Private,237735,5th6th,3,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,37,Mexico,<=50K
36,Private,158592,11th,7,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,50,UnitedStates,<=50K
41,Private,237321,1st4th,2,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,Mexico,>50K
41,Private,23646,Masters,14,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
31,Private,169240,HSgrad,9,Nevermarried,Otherservice,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
32,Federalgov,454508,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,<=50K
22,Private,130356,Somecollege,10,Nevermarried,Machineopinspct,Ownchild,White,Male,0,0,48,UnitedStates,<=50K
22,Private,427686,10th,6,Divorced,Craftrepair,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
18,Localgov,36411,12th,8,Nevermarried,Profspecialty,Ownchild,White,Male,0,0,30,UnitedStates,<=50K
39,Private,548510,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,Black,Male,0,0,30,UnitedStates,<=50K
38,Private,187264,HSgrad,9,Marriedcivspouse,Execmanagerial,Wife,White,Female,0,0,55,UnitedStates,<=50K
35,Stategov,140752,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
23,Private,325596,Somecollege,10,Nevermarried,Machineopinspct,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
54,Selfempnotinc,175804,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,40,UnitedStates,>50K
36,Private,107302,Masters,14,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,60,UnitedStates,>50K
63,Localgov,41161,HSgrad,9,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,55,UnitedStates,<=50K
39,Private,401832,Somecollege,10,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,48,UnitedStates,<=50K
57,Selfempnotinc,353808,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,60,UnitedStates,>50K
58,Selfempinc,349910,Profschool,15,Marriedcivspouse,Profspecialty,Husband,White,Male,0,1977,50,UnitedStates,>50K
29,Private,161478,Bachelors,13,Nevermarried,Admclerical,Notinfamily,AsianPacIslander,Female,0,0,40,Japan,<=50K
17,Private,400225,11th,7,Nevermarried,Sales,Ownchild,White,Female,0,0,20,UnitedStates,<=50K
40,Private,367533,HSgrad,9,Divorced,Craftrepair,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
69,Selfempnotinc,69306,Somecollege,10,Marriedcivspouse,Otherservice,Wife,White,Female,0,0,15,UnitedStates,<=50K
28,Private,270366,10th,6,Divorced,Sales,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
38,Private,103751,9th,5,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
44,Private,75227,Profschool,15,Nevermarried,Profspecialty,Notinfamily,White,Male,14084,0,40,UnitedStates,>50K
45,Localgov,132563,Profschool,15,Divorced,Profspecialty,Unmarried,Black,Female,0,1726,40,UnitedStates,<=50K
33,Stategov,79580,Bachelors,13,Marriedcivspouse,Admclerical,Husband,Black,Male,0,0,40,UnitedStates,<=50K
41,Localgov,344624,Somecollege,10,Marriedcivspouse,Otherservice,Husband,White,Male,0,1485,40,UnitedStates,>50K
37,Selfempinc,186359,HSgrad,9,Marriedcivspouse,Sales,Husband,White,Male,7688,0,60,UnitedStates,>50K
50,Private,121685,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,45,UnitedStates,>50K
48,Private,75104,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,50,UnitedStates,<=50K
26,,188343,HSgrad,9,Nevermarried,,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
36,Private,246449,Somecollege,10,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,60,UnitedStates,>50K
21,Private,85088,Somecollege,10,Nevermarried,Otherservice,Ownchild,White,Female,0,0,37,UnitedStates,<=50K
37,Private,545483,Assocacdm,12,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,40,UnitedStates,<=50K
20,Stategov,243986,Somecollege,10,Nevermarried,Profspecialty,Ownchild,White,Female,0,0,20,UnitedStates,<=50K
54,Selfempnotinc,32778,HSgrad,9,Marriedcivspouse,Sales,Wife,White,Female,0,0,30,UnitedStates,<=50K
28,Private,369114,HSgrad,9,Separated,Sales,Otherrelative,White,Female,0,0,40,UnitedStates,<=50K
27,Private,217200,Somecollege,10,Nevermarried,Profspecialty,Notinfamily,White,Male,0,0,40,UnitedStates,<=50K
33,Private,149220,Assocvoc,11,Nevermarried,Otherservice,Unmarried,Black,Female,0,0,40,UnitedStates,<=50K
46,,162034,HSgrad,9,Marriedcivspouse,,Husband,White,Male,0,0,40,UnitedStates,<=50K
28,,157813,11th,7,Divorced,,Unmarried,White,Female,0,0,58,Canada,<=50K
17,,179715,10th,6,Nevermarried,,Ownchild,White,Male,0,0,40,UnitedStates,<=50K
40,Selfempnotinc,335549,Profschool,15,Nevermarried,Profspecialty,Notinfamily,White,Male,0,2444,45,UnitedStates,>50K
47,Private,102308,Masters,14,Marriedcivspouse,Sales,Husband,White,Male,0,0,40,UnitedStates,>50K
44,Private,367749,1st4th,2,Nevermarried,Machineopinspct,Notinfamily,White,Female,0,0,40,ElSalvador,<=50K
25,Private,98281,12th,8,Nevermarried,Handlerscleaners,Unmarried,White,Male,0,0,43,UnitedStates,<=50K
35,Private,115792,Bachelors,13,Marriedcivspouse,Profspecialty,Husband,White,Male,0,0,55,UnitedStates,<=50K
29,Private,277788,Somecollege,10,Marriedcivspouse,Sales,Wife,White,Female,0,0,25,UnitedStates,<=50K
30,Private,103435,HSgrad,9,Divorced,Machineopinspct,Unmarried,White,Male,0,0,40,UnitedStates,<=50K
30,Private,37646,Somecollege,10,Marriedcivspouse,Handlerscleaners,Husband,White,Male,0,0,40,UnitedStates,<=50K
56,Selfempnotinc,385632,7th8th,4,Divorced,Otherservice,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
25,Selfempnotinc,210278,Bachelors,13,Nevermarried,Profspecialty,Ownchild,White,Male,0,0,30,UnitedStates,<=50K
28,Private,335357,HSgrad,9,Nevermarried,Handlerscleaners,Ownchild,Black,Male,0,0,40,UnitedStates,<=50K
43,Selfempnotinc,272165,9th,5,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
47,Localgov,148995,HSgrad,9,Marriedcivspouse,Protectiveserv,Husband,White,Male,0,0,60,UnitedStates,>50K
46,Selfempnotinc,113434,Bachelors,13,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,40,UnitedStates,<=50K
41,Stategov,132551,Masters,14,Divorced,Profspecialty,Unmarried,White,Female,0,0,35,UnitedStates,<=50K
38,Federalgov,115433,Assocacdm,12,Marriedcivspouse,Admclerical,Wife,White,Female,7688,0,33,UnitedStates,>50K
29,Private,227890,HSgrad,9,Nevermarried,Protectiveserv,Otherrelative,Black,Male,0,0,40,UnitedStates,<=50K
25,Private,503012,5th6th,3,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,40,Mexico,<=50K
56,Private,250873,11th,7,Marriedcivspouse,Craftrepair,Husband,White,Male,0,0,45,UnitedStates,<=50K
31,Private,407930,7th8th,4,Marriedcivspouse,Handlerscleaners,Husband,White,Male,0,0,40,UnitedStates,<=50K
22,Private,148187,11th,7,Nevermarried,Otherservice,Otherrelative,White,Male,0,0,40,UnitedStates,<=50K
31,Private,159322,HSgrad,9,Nevermarried,Handlerscleaners,Otherrelative,White,Male,0,0,40,UnitedStates,<=50K
28,Private,334368,Somecollege,10,Separated,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
53,Private,196328,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,Black,Male,0,0,40,UnitedStates,<=50K
45,Private,270842,Masters,14,Divorced,Execmanagerial,Notinfamily,White,Female,0,0,50,UnitedStates,>50K
71,Private,235079,Preschool,1,Widowed,Craftrepair,Unmarried,Black,Male,0,0,10,UnitedStates,<=50K
65,,327154,HSgrad,9,Widowed,,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
39,Private,188391,HSgrad,9,Marriedcivspouse,Craftrepair,Husband,White,Male,7298,0,50,UnitedStates,>50K
19,Federalgov,30559,HSgrad,9,MarriedAFspouse,Sales,Wife,White,Female,0,0,40,UnitedStates,<=50K
34,Localgov,255098,Bachelors,13,Divorced,Profspecialty,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
36,Private,248010,HSgrad,9,Marriedcivspouse,Admclerical,Husband,White,Male,0,0,45,UnitedStates,<=50K
40,Private,174515,HSgrad,9,Marriedspouseabsent,Otherservice,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
90,Private,171956,Somecollege,10,Separated,Admclerical,Ownchild,White,Female,0,0,40,PuertoRico,<=50K
56,Private,193130,Profschool,15,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,16,UnitedStates,<=50K
21,Private,108670,HSgrad,9,Nevermarried,Profspecialty,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
48,Private,186172,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,45,UnitedStates,>50K
45,Private,348854,Somecollege,10,Separated,Admclerical,Unmarried,White,Female,0,0,27,UnitedStates,<=50K
46,Private,271828,HSgrad,9,Marriedcivspouse,Machineopinspct,Husband,White,Male,0,0,40,UnitedStates,>50K
64,Private,148606,10th,6,Separated,Otherservice,Notinfamily,White,Female,0,0,35,UnitedStates,<=50K
29,Localgov,123983,Masters,14,Nevermarried,Profspecialty,Ownchild,AsianPacIslander,Male,0,0,40,Taiwan,<=50K
22,Private,24896,HSgrad,9,Divorced,Techsupport,Unmarried,White,Female,0,0,30,Germany,<=50K
47,Private,573583,HSgrad,9,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,48,Italy,>50K
67,Selfempinc,106175,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,2392,75,UnitedStates,>50K
43,Private,307767,HSgrad,9,Marriedcivspouse,Handlerscleaners,Husband,White,Male,0,0,40,UnitedStates,<=50K
42,Private,200574,Somecollege,10,Marriedcivspouse,Sales,Husband,White,Male,0,0,40,UnitedStates,<=50K
31,Private,59083,Somecollege,10,Marriedcivspouse,Otherservice,Husband,White,Male,0,1672,50,UnitedStates,<=50K
53,Private,358056,11th,7,Divorced,Otherservice,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
81,Private,114670,9th,5,Widowed,Privhouseserv,Notinfamily,Black,Female,2062,0,5,UnitedStates,<=50K
33,Localgov,262042,HSgrad,9,Divorced,Admclerical,Ownchild,White,Female,0,1138,40,UnitedStates,<=50K
17,Private,206010,12th,8,Nevermarried,Otherservice,Ownchild,White,Female,0,0,8,UnitedStates,<=50K
55,Selfempinc,183869,Profschool,15,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,,>50K
28,Private,159001,HSgrad,9,Nevermarried,Handlerscleaners,Ownchild,White,Male,0,0,30,UnitedStates,<=50K
24,Private,155818,Somecollege,10,Nevermarried,Sales,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
40,Private,96055,HSgrad,9,Separated,Admclerical,Unmarried,White,Female,0,0,45,UnitedStates,<=50K
30,Localgov,131776,Masters,14,Nevermarried,Admclerical,Notinfamily,White,Female,0,0,40,UnitedStates,<=50K
24,Private,228613,11th,7,Nevermarried,Machineopinspct,Unmarried,White,Female,0,0,40,UnitedStates,<=50K
26,Private,198163,Masters,14,Marriedcivspouse,Sales,Wife,White,Female,0,0,40,UnitedStates,<=50K
38,Private,37028,Somecollege,10,Divorced,Sales,Unmarried,White,Female,0,0,38,UnitedStates,<=50K
30,Private,177304,HSgrad,9,Marriedcivspouse,Techsupport,Husband,White,Male,0,0,40,UnitedStates,>50K
33,Private,144064,Bachelors,13,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,50,UnitedStates,<=50K
40,Private,146659,HSgrad,9,Marriedcivspouse,Sales,Husband,White,Male,0,0,60,UnitedStates,>50K
63,Selfempnotinc,26904,HSgrad,9,Marriedcivspouse,Farmingfishing,Husband,White,Male,0,0,98,UnitedStates,<=50K
23,Private,238917,7th8th,4,Nevermarried,Craftrepair,Otherrelative,White,Male,0,0,36,UnitedStates,<=50K
56,Private,170148,HSgrad,9,Divorced,Craftrepair,Unmarried,Black,Male,0,0,40,UnitedStates,<=50K
42,Selfempnotinc,27821,Assocvoc,11,Marriedcivspouse,Execmanagerial,Husband,White,Male,0,0,60,UnitedStates,<=50K
40,Private,220460,HSgrad,9,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,40,Canada,<=50K
49,Private,101320,Assocacdm,12,Marriedcivspouse,Sales,Wife,White,Female,0,1902,40,UnitedStates,>50K
35,Private,173858,HSgrad,9,Marriedspouseabsent,Craftrepair,Notinfamily,AsianPacIslander,Male,0,0,40,,<=50K
52,Private,91048,HSgrad,9,Divorced,Machineopinspct,Ownchild,Black,Female,0,0,35,UnitedStates,<=50K
28,Private,298696,Bachelors,13,Nevermarried,Admclerical,Ownchild,White,Female,0,0,40,UnitedStates,<=50K
35,Private,207202,10th,6,Marriedcivspouse,Transportmoving,Husband,White,Male,0,0,70,UnitedStates,<=50K
21,,230397,Somecollege,10,Nevermarried,,Ownchild,White,Female,0,0,5,UnitedStates,<=50K
43,Selfempnotinc,180599,HSgrad,9,Nevermarried,Craftrepair,Notinfamily,White,Male,0,0,35,UnitedStates,<=50K
32,,199046,Assocvoc,11,Nevermarried,,Unmarried,White,Female,0,0,2,UnitedStates,<=50K
29,Selfempnotinc,132686,Profschool,15,Nevermarried,Profspecialty,Ownchild,White,Male,0,0,50,Italy,>50K
23,Private,240063,Bachelors,13,Nevermarried,Machineopinspct,Ownchild,White,Male,0,0,25,UnitedStates,<=50K
50,Localgov,177705,Somecollege,10,Marriedcivspouse,Admclerical,Husband,White,Male,0,1740,48,UnitedStates,<=50K
34,Private,511361,Somecollege,10,Nevermarried,Otherservice,Ownchild,Black,Male,0,0,40,UnitedStates,<=50K
